client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
72d3fc6643fbf91a40dcfe12bca817bee42ac724706fd04638d0ca56a5b1d3f2a28d2d3712b44708d0e32839658b482a132596df5c928984fc83c550bdeca8f7	common_voice_id_19051303.mp3	08a609563e24da2bbf9b0c27dd505f4d58a669e64b0c49e6be246674bec00012	Apa kamu mengenal salah satu dari anak-anak di ruangan ini?		0	2					id	
25dff0831f072ad7bc1a419bab0ed2709403070737754080858a732fc080f57207db30c143bae3c0902fad4575700a499598e3af0492d26d4f49065aad30368f	common_voice_id_19056656.mp3	1816ecf22beb1acd7b434f5005c86698572a3826fcf79e70ae9f769676b0319e	Sampah-sampah di halaman rumah itu telah dibersihkan.		0	2	twenties	male_masculine			id	
25dff0831f072ad7bc1a419bab0ed2709403070737754080858a732fc080f57207db30c143bae3c0902fad4575700a499598e3af0492d26d4f49065aad30368f	common_voice_id_19056663.mp3	0c1b7034d911203b02c9312884f3bd73dcef509f7475d7726dfa4a966ad9ed30	Dia menunjukkan maksudnya yang sebenarnya.		1	2	twenties	male_masculine			id	
8eb6a0f8aa447f1ea0fc2c8c57f6b88bb6027c5368e8d3b24a1503634fbace0c7eb7eb677ce816cd797fe8a1d3cd4d1c2700038113b7afa4d8e6c9a3d32dece3	common_voice_id_19059457.mp3	14ac5448f64c43d560f0259cc354ac582f9fee69e9cc4144209a71314056f7bc	Kakak perempuan Pak Kimura orang yang sangat cantik.		1	2					id	
8eb6a0f8aa447f1ea0fc2c8c57f6b88bb6027c5368e8d3b24a1503634fbace0c7eb7eb677ce816cd797fe8a1d3cd4d1c2700038113b7afa4d8e6c9a3d32dece3	common_voice_id_19059474.mp3	10a3ff31b3c3944febf92617e17bebe619fc2bb136e1bd4248fda1560ef91a81	Aku harap kau berada dekat denganku.		1	2					id	
8eb6a0f8aa447f1ea0fc2c8c57f6b88bb6027c5368e8d3b24a1503634fbace0c7eb7eb677ce816cd797fe8a1d3cd4d1c2700038113b7afa4d8e6c9a3d32dece3	common_voice_id_19059502.mp3	1581fb2c40a17a016f3e50238ed4a445e1fe9263e6254d841c86048da80978d2	Saya bisa menulis huruf kanji.		1	2					id	
8eb6a0f8aa447f1ea0fc2c8c57f6b88bb6027c5368e8d3b24a1503634fbace0c7eb7eb677ce816cd797fe8a1d3cd4d1c2700038113b7afa4d8e6c9a3d32dece3	common_voice_id_19059542.mp3	1ddb363425d6dc70c38653c0bc6609f97505066111d12ce3f7299abe441a09d3	Kereta ini pergi ke Tokyo.		1	2					id	
8eb6a0f8aa447f1ea0fc2c8c57f6b88bb6027c5368e8d3b24a1503634fbace0c7eb7eb677ce816cd797fe8a1d3cd4d1c2700038113b7afa4d8e6c9a3d32dece3	common_voice_id_19061987.mp3	145f8bd3e4b539232c29807cd5fbee549b11679bfbbcc1e6e2966e79831476a4	Saya akan memanggil satu taksi.		0	2					id	
8eb6a0f8aa447f1ea0fc2c8c57f6b88bb6027c5368e8d3b24a1503634fbace0c7eb7eb677ce816cd797fe8a1d3cd4d1c2700038113b7afa4d8e6c9a3d32dece3	common_voice_id_19062046.mp3	1192488cac33c377493e77fbac6b188c99c1b2fb95b061fbd958f43c4bf284a2	Ia benar-benar punya selera humor yang rendah.		1	2					id	
25dff0831f072ad7bc1a419bab0ed2709403070737754080858a732fc080f57207db30c143bae3c0902fad4575700a499598e3af0492d26d4f49065aad30368f	common_voice_id_19062354.mp3	242199cd09311738febf9476a9bc9466681a7ac464eae1555d47da6b16c4898c	Aku tidak tahu apakah besok akan hujan.		0	2	twenties	male_masculine			id	
